post_id,split,label,label_text,caption,full_claim,true_context,image_url,article_url,article_title,misinformation_type,verdict,text_credibility_label,image_context_mismatch,language,source_site,posted_date,fact_checked_by,categories,named_entities,image_available
TC_viral-scam-post-claims-trump-targeting-oli-after-venezuela-techpana-factcheck,train,0,in_context,टेकपाना फ्याक्टचेकः भेनेजुएलाका राष्ट्रपतिपछि ट्रम्पले ओलीलाई उठाउन लागेको भन्दै स्क्याम पोस्ट भाइरल,भेनेजुएला घोटाला भाइरल भइसकेपछि ट्रम्पले केपी ओलीलाई निशाना बनाएको दाबी,भेनेजुएला काण्ड भाइरल भएपछि ट्रम्पले केपी ओलीलाई निशाना बनाएको दाबी ।,https://techpana.prixacdn.net/media/albums/kp-sharma-oli-trump-false_pJQDMan8lK.png.760x430_q100_crop.jpg,https://techpana.com/2026/154876/viral-scam-post-claims-trump-targeting-oli-after-venezuela-techpana-factcheck,टेकपाना फ्याक्टचेकः भेनेजुएलाका राष्ट्रपतिपछि ट्रम्पले ओलीलाई उठाउन लागेको भन्दै स्क्याम पोस्ट भाइरल,Fabricated,False / झुटो,fabricated,0,ne,TechPana,2026-01-21,TechPana Fact Check,Politics,"Donald Trump, KP Sharma Oli, Venezuela, Nepal",1
TC_factcheck-ai-generated-image-falsely-claims-rsp-baitadi-candidate-drunk,train,0,in_context,फ्याक्टचेक: रास्वपाका बैतडी उम्मेदवार रक्सी खाएर नालीमा लडेको भनिएको तस्बिर नक्कली,एआईले रासपी बैतडीका उम्मेदवारले मातेको दाबी गरेको छ,आरएसपी बैतडीका उम्मेदवारले मदिरा सेवन गरेको दाबी गर्ने तस्विर एआई-जेनरेट गरिएको हो।,https://techpana.prixacdn.net/media/albums/False-baitadi-rsp-candidate-found-drunk-on-road_QQbbWLT8WH.jpg.760x430_q100_crop.jpg,https://techpana.com/2026/155089/factcheck-ai-generated-image-falsely-claims-rsp-baitadi-candidate-drunk,फ्याक्टचेक: रास्वपाका बैतडी उम्मेदवार रक्सी खाएर नालीमा लडेको भनिएको तस्बिर नक्कली,Fabricated,False / झुटो,fabricated,0,ne,TechPana,2026-03-01,TechPana Fact Check,Politics,"RSP, Baitadi",1
TC_fact-check-sankhuwasabha-uml-activist-attack-fake-news,train,0,in_context,फ्याक्टचेक: संखुवासभामा भोट माग्न गएका एमाले कार्यकर्तामाथि खुकुरी प्रहार भएको दाबी भ्रामक,संखुवासभामा एमाले कार्यकर्ता हमलाको दाबी झुटो समाचार हो,संखुवासभामा एमाले कार्यकर्ता हमलाको दाबी झुटो समाचार हो ।,https://techpana.prixacdn.net/media/albums/uml-karyakarta-misleading-techpana-factcheck_c6n28LwtnV.jpg.760x430_q100_crop.jpg,https://techpana.com/2026/155259/fact-check-sankhuwasabha-uml-activist-attack-fake-news,फ्याक्टचेक: संखुवासभामा भोट माग्न गएका एमाले कार्यकर्तामाथि खुकुरी प्रहार भएको दाबी भ्रामक,Fabricated,False / झुटो,fabricated,0,ne,TechPana,2026-03-02,TechPana Fact Check,Politics,"CPN-UML, Sankhuwasabha",1
TC_techpana-factcheck-did-prachanda-cry-remembaring-martyr-or-is-it-fake,test,1,out_of_context,टेकपाना फ्याक्टचेक: के प्रचण्ड भाइरल फोटोमा जस्तै सहिदहरूको स्मृतिमा भक्कानिएर रोएकै हुन् ?,प्रचण्डको रोएको भिडियो साँचो हो कि एआई हेरफेर गरिएको हो भन्ने अनुसन्धान,प्रचण्ड रोएको भिडियोको सन्दर्भ र सत्यता छानबिन भयो ।,https://techpana.prixacdn.net/media/albums/Misleading-prachanda-crying-in-rukum-purba_3RH11sBtSl.jpg.760x430_q100_crop.jpg,https://techpana.com/2026/155138/techpana-factcheck-did-prachanda-cry-remembaring-martyr-or-is-it-fake,टेकपाना फ्याक्टचेक: के प्रचण्ड भाइरल फोटोमा जस्तै सहिदहरूको स्मृतिमा भक्कानिएर रोएकै हुन् ?,Miscaptioned,Misleading / भ्रामक,manipulated,1,ne,TechPana,2026-02-21,TechPana Fact Check,Politics,"Pushpa Kamal Dahal Prachanda, CPN Maoist",1
TC_fact-check-viral-claim-of-rsp-12-crore-seizure-is-misleading,train,1,out_of_context,फ्याक्टचेकः रास्वपा कार्यकर्ताबाट १२ करोड बरामद भन्दै श्रम संस्कृति पार्टी समर्थकले भाइरल बनाएको भिडिओ भ्रामक,RSP बाट 12 करोड बरामद भाइरल दाबी भ्रामक छ,RSP बाट 12 करोड बरामद भाइरल दाबी भ्रामक छ।,https://techpana.prixacdn.net/media/albums/factcheck_4ktJ43k4EW.png.760x430_q100_crop.jpg,https://techpana.com/2026/155498/fact-check-viral-claim-of-rsp-12-crore-seizure-is-misleading,फ्याक्टचेकः रास्वपा कार्यकर्ताबाट १२ करोड बरामद भन्दै श्रम संस्कृति पार्टी समर्थकले भाइरल बनाएको भिडिओ भ्रामक,Miscaptioned,Misleading / भ्रामक,manipulated,1,ne,TechPana,2026-03-04,TechPana Fact Check,Politics,"RSP, Nepal",1
TC_fact-check-claim-that-sobita-gautam-gave-cash-to-voters-is-misleading,train,1,out_of_context,फ्याक्टचेकः रास्वपा नेतृ सोविता गौतमले मतदातालाई रकम दिएको दाबी भ्रामक,सोविता गौतमले मतदातालाई नगद दिएको दाबी भ्रामक छ,सोविता गौतमले मतदातालाई नगद दिएको दाबी भ्रामक छ ।,https://techpana.prixacdn.net/media/albums/sovita-gautam-money-distributing-Misleading-techpana-news_1_7NmhX70x8t.jpg.760x430_q100_crop.jpg,https://techpana.com/2026/155482/fact-check-claim-that-sobita-gautam-gave-cash-to-voters-is-misleading,फ्याक्टचेकः रास्वपा नेतृ सोविता गौतमले मतदातालाई रकम दिएको दाबी भ्रामक,Miscaptioned,Misleading / भ्रामक,manipulated,1,ne,TechPana,2026-03-05,TechPana Fact Check,Politics,Sobita Gautam,1
TC_fact-check-uml-cadres-assault-students-gokarneshwor-bell-taunt-video,train,1,out_of_context,फ्याक्टचेकः ‘घण्टी-घण्टी’ भन्दै जिस्काउने विद्यार्थीलाई एमाले कार्यकर्ताले कुटेको घटना गोकर्णेश्वरको,गोकर्णेश्वरमा एमाले कार्यकर्ताले विद्यार्थीमाथि कुटपिट गरेको भिडियो भ्रामक थियो,गोकर्णेश्वरमा एमाले कार्यकर्ताले विद्यार्थीमाथि कुटपिट गरेको भिडियो भ्रामक भएको छ ।,https://techpana.prixacdn.net/media/albums/Verified_D1ilr30fx6.png.760x430_q100_crop.jpg,https://techpana.com/2026/155461/fact-check-uml-cadres-assault-students-gokarneshwor-bell-taunt-video,फ्याक्टचेकः ‘घण्टी-घण्टी’ भन्दै जिस्काउने विद्यार्थीलाई एमाले कार्यकर्ताले कुटेको घटना गोकर्णेश्वरको,Miscaptioned,Misleading / भ्रामक,manipulated,1,ne,TechPana,2026-03-05,TechPana Fact Check,Politics,"CPN-UML, Gokarneshwor",1
TC_fact-check-uml-leaders-slogan-first-parliament-burned-then-bullets-fired-video-real,validation,0,in_context,"फ्याक्टचेकः ‘पहिले संसद जल्यो, त्यसपछि गोली चल्यो’ भन्ने नारा घोकाएको भन्दै भाइरल भिडिओ वास्तविक",एमाले नेताले संसद जलाउने र गोली चलाएको नारा लगाएको भिडियो वास्तविक र पुष्टि भएको छ,"एमाले नेताको विवादास्पद नाराको भिडियो वास्तविक हो, मनगढन्ते होइन ।",https://techpana.prixacdn.net/media/albums/techpana-factcheck-uml_vSNgDSZPDT.png.760x430_q100_crop.jpg,https://techpana.com/2026/155467/fact-check-uml-leaders-slogan-first-parliament-burned-then-bullets-fired-video-real,"फ्याक्टचेकः ‘पहिले संसद जल्यो, त्यसपछि गोली चल्यो’ भन्ने नारा घोकाएको भन्दै भाइरल भिडिओ वास्तविक",Unknown,True / सत्य,verified,1,ne,TechPana,2026-03-05,TechPana Fact Check,Politics,"CPN-UML, Nepal Parliament",1
TC_viral-image-of-jeetnarayan-shrestha-carrying-a-tree-is-ai-generated,train,0,in_context,फ्याक्टचेकः जीतनारायण श्रेष्ठले प्रचारमा जरासहितको रुख बोकेको भाइरल तस्बिर वास्तविक नभई एआई सिर्जित,रुख बोकेको जीतनारायण श्रेष्ठको भाइरल तस्बिर एआई-जेनरेट गरिएको हो,जितनारायण श्रेष्ठको रुख बोकेको भाइरल तस्बिर एआई जेनेरेट गरिएको हो ।,https://techpana.prixacdn.net/media/albums/nepali-congress-jitnarayan-shrestha-factcheck_rgTRBYJXhZ.jpg.760x430_q100_crop.jpg,https://techpana.com/2026/155485/viral-image-of-jeetnarayan-shrestha-carrying-a-tree-is-ai-generated,फ्याक्टचेकः जीतनारायण श्रेष्ठले प्रचारमा जरासहितको रुख बोकेको भाइरल तस्बिर वास्तविक नभई एआई सिर्जित,Fabricated,False / झुटो,fabricated,0,ne,TechPana,2026-03-06,TechPana Fact Check,Politics,Jeetnarayan Shrestha,1
TC_fact-check-viral-photo-of-hark-sampang-and-bishwo-limbu-drinking-alcohol-and-eating-sekuwa-is-ai-manipulated,train,0,in_context,फ्याक्टचेक: हर्क साम्पाङ र विश्व लिम्बुले रक्सी-सेकुवा खाए भन्दै भाइरल फोटो एआई म्यानिपुलेसन,हर्क साम्पाङ र विश्व लिम्बुको रक्सी पिएर सेकुवा खाएको भाइरल फोटो एआईले चलाएको छ ।,भाइरल तस्बिर एआईले हेरफेर गरिएको छ। मूल तस्बिरले उनीहरूलाई रक्सी पिउँदै गरेको देखाउँदैन।,https://techpana.prixacdn.net/media/albums/Misleading-bishwo-harka-drinking_QWrmnvAjKC.jpg.760x430_q100_crop.jpg,https://techpana.com/2026/155452/fact-check-viral-photo-of-hark-sampang-and-bishwo-limbu-drinking-alcohol-and-eating-sekuwa-is-ai-manipulated,फ्याक्टचेक: हर्क साम्पाङ र विश्व लिम्बुले रक्सी-सेकुवा खाए भन्दै भाइरल फोटो एआई म्यानिपुलेसन,Fabricated,False / झुटो,fabricated,0,ne,TechPana,2026-03-06,TechPana Fact Check,Politics,"Harka Sampang, Bishwo Limbu",1
TC_fact-check-claim-that-balen-shah-gave-rs-300000-to-samba-is-false,train,0,in_context,"फ्याक्टचेक: बालेनले साम्बालाई ३ लाख सहयोग गरेको दाबी झुटो, भाइरल फोटो एआई सिर्जित",बलेन शाहले साम्बालाई ३ लाख रुपैयाँ दिएको दाबी गलत हो,बलेन शाहले साम्बालाई ३ लाख रुपैयाँ दिएको दाबी गलत हो ।,https://techpana.prixacdn.net/media/albums/balen-shah-helping-samba-techpana-news_TXLccmaHaO.jpg.760x430_q100_crop.jpg,https://techpana.com/2026/155484/fact-check-claim-that-balen-shah-gave-rs-300000-to-samba-is-false,"फ्याक्टचेक: बालेनले साम्बालाई ३ लाख सहयोग गरेको दाबी झुटो, भाइरल फोटो एआई सिर्जित",Fabricated,False / झुटो,fabricated,0,ne,TechPana,2026-03-06,TechPana Fact Check,Politics,Balendra Shah,1
TC_fact-check-seized-cash-in-jhapa-linked-to-scam-not-kp-oli,train,0,in_context,फ्याक्टचेक: केपी ओलीले झापामा मतदातालाई बाँड्न पैसा ल्याएको दाबीसहितको भिडिओ भ्रामक,झापामा बरामद भएको नगद केपी ओलीसँग नभई घोटालासँग जोडिएको छ,झापामा बरामद भएको नगद केपी ओलीसँग नभई घोटालासँग जोडिएको छ ।,https://techpana.prixacdn.net/media/albums/kp-oli-spending-money-on-jhapa-5-misleading_nUW6nyGw7Q.jpg.760x430_q100_crop.jpg,https://techpana.com/2026/155523/fact-check-seized-cash-in-jhapa-linked-to-scam-not-kp-oli,फ्याक्टचेक: केपी ओलीले झापामा मतदातालाई बाँड्न पैसा ल्याएको दाबीसहितको भिडिओ भ्रामक,Miscaptioned,Misleading / भ्रामक,manipulated,1,ne,TechPana,2026-03-07,TechPana Fact Check,Politics,"KP Sharma Oli, Jhapa, CPN-UML",1
TC_fact-check-okhaldhunga-ncp-joining-viral-photo-fake,train,0,in_context,"फ्याक्टचेक: ओखलढुङ्गामा एमाले, काङ्ग्रेस र रास्वपाका १२ सय कार्यकर्ता नेकपा प्रवेश गरेको दाबीसहित भाइरल तस्बिर भ्रामक",ओखलढुंगामा नेकपा प्रवेश गरेको भाइरल फोटो नक्कली,ओखलढुंगामा नेकपा प्रवेश गरेको भाइरल फोटो नक्कली,https://techpana.prixacdn.net/media/albums/Misleading_FIRgxS7o9q.png.760x430_q100_crop.jpg,https://techpana.com/2026/155501/fact-check-okhaldhunga-ncp-joining-viral-photo-fake,"फ्याक्टचेक: ओखलढुङ्गामा एमाले, काङ्ग्रेस र रास्वपाका १२ सय कार्यकर्ता नेकपा प्रवेश गरेको दाबीसहित भाइरल तस्बिर भ्रामक",Fabricated,False / झुटो,fabricated,0,ne,TechPana,2026-03-07,TechPana Fact Check,Politics,"NCP, Okhaldhunga",1
TC_fact-check-edited-photo-falsely-claims-balen-ate-beef-and-alcohol-viral-kheer-image,train,0,in_context,फ्याक्टचेकः बालेनले गोरुको मासुसँगै रक्सी खाए भन्दै खीर खाएको फोटो तोडमोड गरी भाइरल,खीरको तस्बिर प्रयोग गरेर सम्पादन गरिएको तस्बिरमा बलेनले गाईको मासु खाएको र रक्सी पिएको झुटो दाबी गरेको छ,खीरको तस्बिर प्रयोग गरेर सम्पादन गरिएको तस्बिरले बालेनले गाईको मासु र रक्सी खाएको झुटो दाबी गरेको छ। डिजिटल हेरफेर।,https://techpana.prixacdn.net/media/albums/balen-shah-drinking-Misleading-techpana-news_WZKaP8KBep.jpg.760x430_q100_crop.jpg,https://techpana.com/2026/155450/fact-check-edited-photo-falsely-claims-balen-ate-beef-and-alcohol-viral-kheer-image,फ्याक्टचेकः बालेनले गोरुको मासुसँगै रक्सी खाए भन्दै खीर खाएको फोटो तोडमोड गरी भाइरल,Fabricated,False / झुटो,fabricated,0,ne,TechPana,2026-03-08,TechPana Fact Check,Politics,Balendra Shah,1
TC_fact-check-misleading-propaganda-claiming-kp-khanal-clashed-in-his-constituency-using-dhangadhi-rally-video,train,1,out_of_context,फ्याक्टचेक: धनगढी उद्घोष सभाको भिडिओ राखेर केपी खनाल आफ्नै कार्यकर्ताबाट कुटिएको भन्दै भ्रामक प्रचार,धनगढी र्‍यालीको भिडियोलाई केपी खनालले आफ्नो निर्वाचन क्षेत्रमा भिड्ने भ्रामक प्रचारका रूपमा प्रयोग,केपी खनाल निर्वाचन क्षेत्रको भिडन्तलाई लिएर धनगढी र्‍यालीको भिडियोलाई भ्रामक प्रचारका रूपमा प्रयोग गरिएको छ ।,https://techpana.prixacdn.net/media/albums/Misleading-kp-khanal-jhadap-in_kailali2_aILFW3OAVB.jpg.760x430_q100_crop.jpg,https://techpana.com/2026/155464/fact-check-misleading-propaganda-claiming-kp-khanal-clashed-in-his-constituency-using-dhangadhi-rally-video,फ्याक्टचेक: धनगढी उद्घोष सभाको भिडिओ राखेर केपी खनाल आफ्नै कार्यकर्ताबाट कुटिएको भन्दै भ्रामक प्रचार,Geographic_Mismatch,Misleading / भ्रामक,out_of_context,1,ne,TechPana,2026-03-08,TechPana Fact Check,Politics,"KP Khanal, CPN-UML, Dhangadhi",1
TC_fact-check-gagan-thapa-viral-video-tribal-insult-claim-misleading,train,1,out_of_context,फ्याक्टचेकः गगन थापाले ‘जनजातिको अपमान’ गरेको गलत अर्थ लाग्ने गरी भाइरल बनाइएको भिडिओ क्लिप भ्रामक,गगन थापाले आदिवासी समुदायको अपमान गरेको भाइरल भिडियो भ्रामक छ,आदिवासी समुदायको बारेमा गगन थापाका शब्दहरू सन्दर्भबाट हटाइएको थियो।,https://techpana.prixacdn.net/media/albums/gagan-thapa-factcheck_KulWe1Zdwf.png.760x430_q100_crop.jpg,https://techpana.com/2026/155473/fact-check-gagan-thapa-viral-video-tribal-insult-claim-misleading,फ्याक्टचेकः गगन थापाले ‘जनजातिको अपमान’ गरेको गलत अर्थ लाग्ने गरी भाइरल बनाइएको भिडिओ क्लिप भ्रामक,Miscaptioned,Misleading / भ्रामक,manipulated,1,ne,TechPana,2026-03-09,TechPana Fact Check,Politics,"Gagan Thapa, Nepali Congress",1
TC_fact-check-viral-video-of-kp-oli-crying-after-election-is-9-years-old,train,1,out_of_context,"फ्याक्टचेकः चुनाव हारेपछि केपी ओली आँखाभरी आँशु पार्दै मिडियामा आए भन्ने दाबी भ्रामक, भाइरल भिडिओ ९ वर्ष पुरानो",चुनावपछि रोएको केपी ओलीको भाइरल भिडियो २०१७ देखि ९ वर्ष पुरानो हो,चुनावपछि रोएको केपी ओलीको भिडियो अहिलेको निर्वाचनको होइन ९ वर्ष पुरानो हो ।,https://techpana.prixacdn.net/media/albums/fact-check-viral-video-of-kp-oli-crying-after-election-is-9-years-old_b8qIUMFJEn.jpg.760x430_q100_crop.jpg,https://techpana.com/2026/155639/fact-check-viral-video-of-kp-oli-crying-after-election-is-9-years-old,"फ्याक्टचेकः चुनाव हारेपछि केपी ओली आँखाभरी आँशु पार्दै मिडियामा आए भन्ने दाबी भ्रामक, भाइरल भिडिओ ९ वर्ष पुरानो",Temporal_Mismatch,Misleading / भ्रामक,out_of_context,1,ne,TechPana,2026-03-10,TechPana Fact Check,Politics,"KP Sharma Oli, CPN-UML",1
TC_viral-video-claiming-kp-oli-predicted-7-seats-for-rsp-misleading,train,1,out_of_context,"फ्याक्टचेक: रास्वपाले ७ सिट मात्र जित्ने ओलीको ‘भविष्यवाणी’ भनिएको भिडिओ भ्रामक, तीन वर्षअघि माओवादीबारे गरेका थिए टिप्पणी",केपी ओलीले राप्रपालाई ७ सिटको भविष्यवाणी गरेको भाइरल भिडियो भ्रामक भएको छ,केपी ओलीले राप्रपालाई ७ सिटको भविष्यवाणी गरेको भाइरल भिडियो भ्रामक भएको छ ।,https://techpana.prixacdn.net/media/albums/kp-oli-rsp-seat-prediction-Misleading-claims-and-video-techpana-factcheck-finale_IJ8jUmzqlE.jpg.760x430_q100_crop.jpg,https://techpana.com/2026/155643/viral-video-claiming-kp-oli-predicted-7-seats-for-rsp-misleading,"फ्याक्टचेक: रास्वपाले ७ सिट मात्र जित्ने ओलीको ‘भविष्यवाणी’ भनिएको भिडिओ भ्रामक, तीन वर्षअघि माओवादीबारे गरेका थिए टिप्पणी",Miscaptioned,Misleading / भ्रामक,manipulated,1,ne,TechPana,2026-03-10,TechPana Fact Check,Politics,"KP Sharma Oli, CPN-UML, RSP",1
TC_fact-check-misleading-viral-video-claims-modi-congratulated-balen-uses-ai-generated-audio,train,0,in_context,फ्याक्टचेकः मोदीले बालेनलाई बधाई शुभकामना दिएको भन्दै एआई अडियो राखेको भ्रामक भिडिओ भाइरल,भाइरल भिडियो दाबी गर्दै मोदीले बलेनलाई एआई-उत्पन्न अडियो प्रयोग गरेको र नक्कली हो,भाइरल भिडियो दाबी गर्दै मोदीले बलेनलाई एआई-उत्पन्न अडियो प्रयोग गरेको र नक्कली हो।,https://techpana.prixacdn.net/media/albums/balen-modi-factcheck-techpana_6fQXGNjzVl.jpg.760x430_q100_crop.jpg,https://techpana.com/2026/155561/fact-check-misleading-viral-video-claims-modi-congratulated-balen-uses-ai-generated-audio,फ्याक्टचेकः मोदीले बालेनलाई बधाई शुभकामना दिएको भन्दै एआई अडियो राखेको भ्रामक भिडिओ भाइरल,Fabricated,False / झुटो,fabricated,0,ne,TechPana,2026-03-11,TechPana Fact Check,Politics,"Narendra Modi, Balendra Shah, India, Nepal",1
TC_fact-check-ai-photo-viral-claiming-ballot-box-damage-udayapur,train,0,in_context,फ्याक्टचेकः उदयपुरमा प्रहरीको हतियार पड्केर मतपेटिकामा क्षति पुगेको भन्दै एआई फोटो भाइरल,उदयपुरमा मतपेटिका बिग्रिएको दाबी गर्दै एआई फोटो भाइरल,उदयपुरमा मतपेटिका क्षतिग्रस्त भएको दाबी गर्ने तस्बिर एआईबाट उत्पन्न भएको भाइरल भएको छ ।,https://techpana.prixacdn.net/media/albums/voting-poll-misleading-techpana-news_UOGSwxfB97.jpg.760x430_q100_crop.jpg,https://techpana.com/2026/155605/fact-check-ai-photo-viral-claiming-ballot-box-damage-udayapur,फ्याक्टचेकः उदयपुरमा प्रहरीको हतियार पड्केर मतपेटिकामा क्षति पुगेको भन्दै एआई फोटो भाइरल,Fabricated,False / झुटो,fabricated,0,ne,TechPana,2026-03-12,TechPana Fact Check,Politics,"Udayapur, Nepal Election Commission",1
TC_factcheck-rabi-balen-joint-letter-to-modi-before-election-fake,validation,0,in_context,फ्याक्टचेकः चुनावअघि रवि-बालेनको संयुक्त हस्ताक्षरमा मोदीलाई लेखिएको भन्दै सार्वजनिक पत्र फेक,चुनावअघि रवि र बलेनले मोदीलाई दिएको संयुक्त पत्र नक्कली,चुनावअघि रवि र बलेनले मोदीलाई दिएको संयुक्त पत्र नक्कली,https://techpana.prixacdn.net/media/albums/techpana-factcheck-rabi-balen-india-modi-nepal-press_5ZlcCMkTwp.jpg.760x430_q100_crop.jpg,https://techpana.com/2026/155527/factcheck-rabi-balen-joint-letter-to-modi-before-election-fake,फ्याक्टचेकः चुनावअघि रवि-बालेनको संयुक्त हस्ताक्षरमा मोदीलाई लेखिएको भन्दै सार्वजनिक पत्र फेक,Fabricated,False / झुटो,fabricated,0,ne,TechPana,2026-03-07,TechPana Fact Check,Politics,"Rabi Lamichhane, Balendra Shah, Narendra Modi, India",1
TC_factcheck-fake-screenshot-used-to-spread-false-news-about-rabi-lamichhane-and-balen,train,0,in_context,फ्याक्टचेकः नक्कली स्क्रिनशटलाई आधार बनाएर नागरिक न्युज र देशसञ्चारले फैलाए रवि-बालेनबारे झुटो समाचार,रवि लामिछाने र बलेनको बारेमा गलत समाचार फैलाउन नक्कली स्क्रिनसट प्रयोग गरियो,रवि र बलेनको बारेमा गलत समाचार फैलाउन नक्कली स्क्रिनसट प्रयोग गरिएको थियो ।,https://techpana.prixacdn.net/media/albums/rabi-lamichhane-balen-shah-misleading-techpana-news_5OvsOvisy9.jpg.760x430_q100_crop.jpg,https://techpana.com/2026/155657/factcheck-fake-screenshot-used-to-spread-false-news-about-rabi-lamichhane-and-balen,फ्याक्टचेकः नक्कली स्क्रिनशटलाई आधार बनाएर नागरिक न्युज र देशसञ्चारले फैलाए रवि-बालेनबारे झुटो समाचार,Fabricated,False / झुटो,fabricated,0,ne,TechPana,2026-03-12,TechPana Fact Check,Politics,"Rabi Lamichhane, Balendra Shah, RSP",1
TC_hari-dhakal-balen-prime-minister-viral-video-fact-check,train,1,out_of_context,फ्याक्टचेक: बालेनलाई प्रम स्वीकार्न हरि ढकालले आनाकानी गरे भन्दै रास्वपा र बालेनको एकता हुनुअघिको भिडिओ भाइरल,हरि ढकालले बलेनलाई प्रधानमन्त्री बनाउने भनी भाइरल गरेको भिडियो भ्रामक छ,हरि ढकालले बलेन प्रधानमन्त्री हुने भनी भाइरल गरेको भिडियो भ्रामक छ ।,https://techpana.prixacdn.net/media/albums/Misleading-hari-dhaka-rejecting-balen-claim-techpana-factcheck_6TnURkNvjZ.jpg.760x430_q100_crop.jpg,https://techpana.com/2026/155673/hari-dhakal-balen-prime-minister-viral-video-fact-check,फ्याक्टचेक: बालेनलाई प्रम स्वीकार्न हरि ढकालले आनाकानी गरे भन्दै रास्वपा र बालेनको एकता हुनुअघिको भिडिओ भाइरल,Miscaptioned,Misleading / भ्रामक,manipulated,1,ne,TechPana,2026-03-13,TechPana Fact Check,Politics,"Hari Dhakal, Balendra Shah",1
TC_misleading-video-binita-kathayat-jumla-election,validation,1,out_of_context,"चुनाव हारेर होइन, फिल्म हेरेर रोएकी थिइन् रास्वपा नेतृ विनिता कठायत, जनआस्था लगायतले फैलाए भ्रम",जुम्ला निर्वाचन सन्दर्भमा बिनिता कठायतको बारेमा भ्रामक भिडियो प्रयोग गरिएको थियो,जुम्ला निर्वाचन सन्दर्भमा बिनिता कठायतको बारेमा भ्रामक भिडियो प्रयोग गरिएको थियो।,https://techpana.prixacdn.net/media/albums/binita-kathayat-cried-after-loosing-election-Misleading-claim-techpana-factcheck_r1YKy4mmKI.jpg.760x430_q100_crop.jpg,https://techpana.com/2026/155636/misleading-video-binita-kathayat-jumla-election,"चुनाव हारेर होइन, फिल्म हेरेर रोएकी थिइन् रास्वपा नेतृ विनिता कठायत, जनआस्था लगायतले फैलाए भ्रम",Miscaptioned,Misleading / भ्रामक,manipulated,1,ne,TechPana,2026-03-10,TechPana Fact Check,Politics,"Binita Kathayat, Jumla",1
TC_fact-check-viral-father-son-photo-not-maoist-war-but-vietnam-war,test,1,out_of_context,फ्याक्टचेक: माओवादी द्वन्द्वको भन्दै फैलाइएको बाबु-छोराको तस्बिर ६० वर्ष पुरानो भियतनाम युद्धको,भाइरल बाबु छोराको तस्बिर नेपाल माओवादी युद्धको नभई भियतनाम युद्धको हो,भाइरल बाबु छोराको तस्बिर नेपाल माओवादी युद्धको होइन भियतनाम युद्धको हो ।,https://techpana.prixacdn.net/media/albums/maoist-civil-war-photo-misleading-techpana-factcheck_BznW3RScL1.jpg.760x430_q100_crop.jpg,https://techpana.com/2026/155529/fact-check-viral-father-son-photo-not-maoist-war-but-vietnam-war,फ्याक्टचेक: माओवादी द्वन्द्वको भन्दै फैलाइएको बाबु-छोराको तस्बिर ६० वर्ष पुरानो भियतनाम युद्धको,Geographic_Mismatch,False / झुटो,out_of_context,1,ne,TechPana,2026-03-10,TechPana Fact Check,Politics,"CPN Maoist, Nepal",1
TC_fact-check-devraj-ghimire-decisive-vote-in-favor-of-treaty-within-cpn-uml-not-mahakali-treaty,train,1,out_of_context,फ्याक्टचेकः देवराज घिमिरेले महाकाली सन्धिमा नभई एमालेभित्र सन्धिको पक्षमा गरेका थिए निर्णायक मतदान,देवराज घिमिरे निर्णायक मत नेकपा एमाले पार्टीभित्रको कुरा महाकाली सन्धि होइन,"भोट नेकपा-एमाले पार्टीभित्रको कुरा हो, महाकाली सन्धि नभएको दाबी गरिएको छ ।",https://techpana.prixacdn.net/media/albums/devraj-ghimire-mahakali-treaty-techpana_3mDL2Xe1JS.jpg.760x430_q100_crop.jpg,https://techpana.com/2026/155545/fact-check-devraj-ghimire-decisive-vote-in-favor-of-treaty-within-cpn-uml-not-mahakali-treaty,फ्याक्टचेकः देवराज घिमिरेले महाकाली सन्धिमा नभई एमालेभित्र सन्धिको पक्षमा गरेका थिए निर्णायक मतदान,Miscaptioned,Misleading / भ्रामक,manipulated,1,ne,TechPana,2026-03-10,TechPana Fact Check,Politics,"Devraj Ghimire, CPN-UML, Mahakali Treaty",1
TC_factcheck-international-observers-vehicle-misrepresented-as-us-booth-capture,test,1,out_of_context,फ्याक्टचेकः अन्तर्राष्ट्रिय पर्यवेक्षकको गाडीलाई अमेरिकन बुथ कब्जा गर्न आएको भन्दै फलाइयो त्रास,अन्तर्राष्ट्रिय निर्वाचन पर्यवेक्षकको गाडीलाई अमेरिकाले मतदान केन्द्र क्याप्चर गर्ने भनी गलत चित्रण गरेको छ,अन्तर्राष्ट्रिय चुनाव पर्यवेक्षकको गाडीलाई अमेरिकी बुथ क्याप्चरको रूपमा गलत रूपमा प्रस्तुत गरिएको थियो।,https://techpana.prixacdn.net/media/albums/factcheck-us-booth-capture_cHIypE0Ztw.jpg.760x430_q100_crop.jpg,https://techpana.com/2026/155604/factcheck-international-observers-vehicle-misrepresented-as-us-booth-capture,फ्याक्टचेकः अन्तर्राष्ट्रिय पर्यवेक्षकको गाडीलाई अमेरिकन बुथ कब्जा गर्न आएको भन्दै फलाइयो त्रास,Identity_Mismatch,False / झुटो,out_of_context,1,ne,TechPana,2026-03-12,TechPana Fact Check,Politics,"USA, Nepal Election Commission",1
