post_id,image_url,caption,label,misinformation_type,named_entities,categories,posted_date,language,article_url,article_title
TC_fact-check-rpp-candidate-pushparaj-purush-spread-misinformation-while-blaming-balen-team,https://techpana.prixacdn.net/media/albums/Misleading_vvraUdxWyg.jpg.760x430_q100_crop.jpg,राप्रपाका उम्मेदवार पुष्पराज पुरुषले बलेनको टोलीलाई आरोप लगाउँदै गलत सूचना फैलाए ।,0,Pristine,"Pushparaj Purush, RPP, Balendra Shah",Politics,28/02/2026,ne,https://techpana.com/2026/155160/fact-check-rpp-candidate-pushparaj-purush-spread-misinformation-while-blaming-balen-team,फ्याक्टचेक: बालेन टिमलाई दोष दिएका राप्रपाका उम्मेदवार पुष्पराज पुरुष आफैँले फैलाए भ्रम
TC_viral-scam-post-claims-trump-targeting-oli-after-venezuela-techpana-factcheck,https://techpana.prixacdn.net/media/albums/kp-sharma-oli-trump-false_pJQDMan8lK.png.760x430_q100_crop.jpg,भेनेजुएला घोटाला भाइरल भइसकेपछि ट्रम्पले केपी ओलीलाई निशाना बनाएको दाबी,1,Fabricated,"Donald Trump, KP Sharma Oli, Venezuela, Nepal",Politics,21/01/2026,ne,https://techpana.com/2026/154876/viral-scam-post-claims-trump-targeting-oli-after-venezuela-techpana-factcheck,टेकपाना फ्याक्टचेकः भेनेजुएलाका राष्ट्रपतिपछि ट्रम्पले ओलीलाई उठाउन लागेको भन्दै स्क्याम पोस्ट भाइरल
TC_viral-scam-post-claims-trump-targeting-oli-after-venezuela-techpana-factcheck,https://techpana.prixacdn.net/media/albums/kp-sharma-oli-trump-false_pJQDMan8lK.png.760x430_q100_crop.jpg,भेनेजुएला काण्ड भाइरल भएपछि ट्रम्पले केपी ओलीलाई निशाना बनाएको दाबी ।,0,Pristine,"Donald Trump, KP Sharma Oli, Venezuela, Nepal",Politics,21/01/2026,ne,https://techpana.com/2026/154876/viral-scam-post-claims-trump-targeting-oli-after-venezuela-techpana-factcheck,टेकपाना फ्याक्टचेकः भेनेजुएलाका राष्ट्रपतिपछि ट्रम्पले ओलीलाई उठाउन लागेको भन्दै स्क्याम पोस्ट भाइरल
TC_factcheck-ai-generated-image-falsely-claims-rsp-baitadi-candidate-drunk,https://techpana.prixacdn.net/media/albums/False-baitadi-rsp-candidate-found-drunk-on-road_QQbbWLT8WH.jpg.760x430_q100_crop.jpg,एआईले रासपी बैतडीका उम्मेदवारले मातेको दाबी गरेको छ,1,Fabricated,"RSP, Baitadi",Politics,01/03/2026,ne,https://techpana.com/2026/155089/factcheck-ai-generated-image-falsely-claims-rsp-baitadi-candidate-drunk,फ्याक्टचेक: रास्वपाका बैतडी उम्मेदवार रक्सी खाएर नालीमा लडेको भनिएको तस्बिर नक्कली
TC_factcheck-ai-generated-image-falsely-claims-rsp-baitadi-candidate-drunk,https://techpana.prixacdn.net/media/albums/False-baitadi-rsp-candidate-found-drunk-on-road_QQbbWLT8WH.jpg.760x430_q100_crop.jpg,आरएसपी बैतडीका उम्मेदवारले मदिरा सेवन गरेको दाबी गर्ने तस्विर एआई-जेनरेट गरिएको हो।,0,Pristine,"RSP, Baitadi",Politics,01/03/2026,ne,https://techpana.com/2026/155089/factcheck-ai-generated-image-falsely-claims-rsp-baitadi-candidate-drunk,फ्याक्टचेक: रास्वपाका बैतडी उम्मेदवार रक्सी खाएर नालीमा लडेको भनिएको तस्बिर नक्कली
TC_fact-check-sankhuwasabha-uml-activist-attack-fake-news,https://techpana.prixacdn.net/media/albums/uml-karyakarta-misleading-techpana-factcheck_c6n28LwtnV.jpg.760x430_q100_crop.jpg,संखुवासभामा एमाले कार्यकर्ता हमलाको दाबी झुटो समाचार हो,1,Fabricated,"CPN-UML, Sankhuwasabha",Politics,02/03/2026,ne,https://techpana.com/2026/155259/fact-check-sankhuwasabha-uml-activist-attack-fake-news,फ्याक्टचेक: संखुवासभामा भोट माग्न गएका एमाले कार्यकर्तामाथि खुकुरी प्रहार भएको दाबी भ्रामक
TC_fact-check-sankhuwasabha-uml-activist-attack-fake-news,https://techpana.prixacdn.net/media/albums/uml-karyakarta-misleading-techpana-factcheck_c6n28LwtnV.jpg.760x430_q100_crop.jpg,संखुवासभामा एमाले कार्यकर्ता हमलाको दाबी झुटो समाचार हो ।,0,Pristine,"CPN-UML, Sankhuwasabha",Politics,02/03/2026,ne,https://techpana.com/2026/155259/fact-check-sankhuwasabha-uml-activist-attack-fake-news,फ्याक्टचेक: संखुवासभामा भोट माग्न गएका एमाले कार्यकर्तामाथि खुकुरी प्रहार भएको दाबी भ्रामक
TC_techpana-factcheck-did-prachanda-cry-remembaring-martyr-or-is-it-fake,https://techpana.prixacdn.net/media/albums/Misleading-prachanda-crying-in-rukum-purba_3RH11sBtSl.jpg.760x430_q100_crop.jpg,प्रचण्डको रोएको भिडियो साँचो हो कि एआई हेरफेर गरिएको हो भन्ने अनुसन्धान,1,Miscaptioned,"Pushpa Kamal Dahal Prachanda, CPN Maoist",Politics,21/02/2026,ne,https://techpana.com/2026/155138/techpana-factcheck-did-prachanda-cry-remembaring-martyr-or-is-it-fake,टेकपाना फ्याक्टचेक: के प्रचण्ड भाइरल फोटोमा जस्तै सहिदहरूको स्मृतिमा भक्कानिएर रोएकै हुन् ?
TC_techpana-factcheck-did-prachanda-cry-remembaring-martyr-or-is-it-fake,https://techpana.prixacdn.net/media/albums/Misleading-prachanda-crying-in-rukum-purba_3RH11sBtSl.jpg.760x430_q100_crop.jpg,प्रचण्ड रोएको भिडियोको सन्दर्भ र सत्यता छानबिन भयो ।,0,Pristine,"Pushpa Kamal Dahal Prachanda, CPN Maoist",Politics,21/02/2026,ne,https://techpana.com/2026/155138/techpana-factcheck-did-prachanda-cry-remembaring-martyr-or-is-it-fake,टेकपाना फ्याक्टचेक: के प्रचण्ड भाइरल फोटोमा जस्तै सहिदहरूको स्मृतिमा भक्कानिएर रोएकै हुन् ?
TC_fact-check-viral-claim-of-rsp-12-crore-seizure-is-misleading,https://techpana.prixacdn.net/media/albums/factcheck_4ktJ43k4EW.png.760x430_q100_crop.jpg,RSP बाट 12 करोड बरामद भाइरल दाबी भ्रामक छ,1,Miscaptioned,"RSP, Nepal",Politics,04/03/2026,ne,https://techpana.com/2026/155498/fact-check-viral-claim-of-rsp-12-crore-seizure-is-misleading,फ्याक्टचेकः रास्वपा कार्यकर्ताबाट १२ करोड बरामद भन्दै श्रम संस्कृति पार्टी समर्थकले भाइरल बनाएको भिडिओ भ्रामक
TC_fact-check-viral-claim-of-rsp-12-crore-seizure-is-misleading,https://techpana.prixacdn.net/media/albums/factcheck_4ktJ43k4EW.png.760x430_q100_crop.jpg,RSP बाट 12 करोड बरामद भाइरल दाबी भ्रामक छ।,0,Pristine,"RSP, Nepal",Politics,04/03/2026,ne,https://techpana.com/2026/155498/fact-check-viral-claim-of-rsp-12-crore-seizure-is-misleading,फ्याक्टचेकः रास्वपा कार्यकर्ताबाट १२ करोड बरामद भन्दै श्रम संस्कृति पार्टी समर्थकले भाइरल बनाएको भिडिओ भ्रामक
TC_fact-check-claim-that-sobita-gautam-gave-cash-to-voters-is-misleading,https://techpana.prixacdn.net/media/albums/sovita-gautam-money-distributing-Misleading-techpana-news_1_7NmhX70x8t.jpg.760x430_q100_crop.jpg,सोविता गौतमले मतदातालाई नगद दिएको दाबी भ्रामक छ,1,Miscaptioned,Sobita Gautam,Politics,05/03/2026,ne,https://techpana.com/2026/155482/fact-check-claim-that-sobita-gautam-gave-cash-to-voters-is-misleading,फ्याक्टचेकः रास्वपा नेतृ सोविता गौतमले मतदातालाई रकम दिएको दाबी भ्रामक
TC_fact-check-claim-that-sobita-gautam-gave-cash-to-voters-is-misleading,https://techpana.prixacdn.net/media/albums/sovita-gautam-money-distributing-Misleading-techpana-news_1_7NmhX70x8t.jpg.760x430_q100_crop.jpg,सोविता गौतमले मतदातालाई नगद दिएको दाबी भ्रामक छ ।,0,Pristine,Sobita Gautam,Politics,05/03/2026,ne,https://techpana.com/2026/155482/fact-check-claim-that-sobita-gautam-gave-cash-to-voters-is-misleading,फ्याक्टचेकः रास्वपा नेतृ सोविता गौतमले मतदातालाई रकम दिएको दाबी भ्रामक
TC_fact-check-uml-cadres-assault-students-gokarneshwor-bell-taunt-video,https://techpana.prixacdn.net/media/albums/Verified_D1ilr30fx6.png.760x430_q100_crop.jpg,गोकर्णेश्वरमा एमाले कार्यकर्ताले विद्यार्थीमाथि कुटपिट गरेको भिडियो भ्रामक थियो,1,Miscaptioned,"CPN-UML, Gokarneshwor",Politics,05/03/2026,ne,https://techpana.com/2026/155461/fact-check-uml-cadres-assault-students-gokarneshwor-bell-taunt-video,फ्याक्टचेकः ‘घण्टी-घण्टी’ भन्दै जिस्काउने विद्यार्थीलाई एमाले कार्यकर्ताले कुटेको घटना गोकर्णेश्वरको
TC_fact-check-uml-cadres-assault-students-gokarneshwor-bell-taunt-video,https://techpana.prixacdn.net/media/albums/Verified_D1ilr30fx6.png.760x430_q100_crop.jpg,गोकर्णेश्वरमा एमाले कार्यकर्ताले विद्यार्थीमाथि कुटपिट गरेको भिडियो भ्रामक भएको छ ।,0,Pristine,"CPN-UML, Gokarneshwor",Politics,05/03/2026,ne,https://techpana.com/2026/155461/fact-check-uml-cadres-assault-students-gokarneshwor-bell-taunt-video,फ्याक्टचेकः ‘घण्टी-घण्टी’ भन्दै जिस्काउने विद्यार्थीलाई एमाले कार्यकर्ताले कुटेको घटना गोकर्णेश्वरको
TC_fact-check-uml-leaders-slogan-first-parliament-burned-then-bullets-fired-video-real,https://techpana.prixacdn.net/media/albums/techpana-factcheck-uml_vSNgDSZPDT.png.760x430_q100_crop.jpg,एमाले नेताले संसद जलाउने र गोली चलाएको नारा लगाएको भिडियो वास्तविक र पुष्टि भएको छ,1,Fabricated,"CPN-UML, Nepal Parliament",Politics,05/03/2026,ne,https://techpana.com/2026/155467/fact-check-uml-leaders-slogan-first-parliament-burned-then-bullets-fired-video-real,"फ्याक्टचेकः ‘पहिले संसद जल्यो, त्यसपछि गोली चल्यो’ भन्ने नारा घोकाएको भन्दै भाइरल भिडिओ वास्तविक"
TC_fact-check-uml-leaders-slogan-first-parliament-burned-then-bullets-fired-video-real,https://techpana.prixacdn.net/media/albums/techpana-factcheck-uml_vSNgDSZPDT.png.760x430_q100_crop.jpg,"एमाले नेताको विवादास्पद नाराको भिडियो वास्तविक हो, मनगढन्ते होइन ।",0,Pristine,"CPN-UML, Nepal Parliament",Politics,05/03/2026,ne,https://techpana.com/2026/155467/fact-check-uml-leaders-slogan-first-parliament-burned-then-bullets-fired-video-real,"फ्याक्टचेकः ‘पहिले संसद जल्यो, त्यसपछि गोली चल्यो’ भन्ने नारा घोकाएको भन्दै भाइरल भिडिओ वास्तविक"
TC_viral-image-of-jeetnarayan-shrestha-carrying-a-tree-is-ai-generated,https://techpana.prixacdn.net/media/albums/nepali-congress-jitnarayan-shrestha-factcheck_rgTRBYJXhZ.jpg.760x430_q100_crop.jpg,रुख बोकेको जीतनारायण श्रेष्ठको भाइरल तस्बिर एआई-जेनरेट गरिएको हो,1,Fabricated,Jeetnarayan Shrestha,Politics,06/03/2026,ne,https://techpana.com/2026/155485/viral-image-of-jeetnarayan-shrestha-carrying-a-tree-is-ai-generated,फ्याक्टचेकः जीतनारायण श्रेष्ठले प्रचारमा जरासहितको रुख बोकेको भाइरल तस्बिर वास्तविक नभई एआई सिर्जित
TC_viral-image-of-jeetnarayan-shrestha-carrying-a-tree-is-ai-generated,https://techpana.prixacdn.net/media/albums/nepali-congress-jitnarayan-shrestha-factcheck_rgTRBYJXhZ.jpg.760x430_q100_crop.jpg,जितनारायण श्रेष्ठको रुख बोकेको भाइरल तस्बिर एआई जेनेरेट गरिएको हो ।,0,Pristine,Jeetnarayan Shrestha,Politics,06/03/2026,ne,https://techpana.com/2026/155485/viral-image-of-jeetnarayan-shrestha-carrying-a-tree-is-ai-generated,फ्याक्टचेकः जीतनारायण श्रेष्ठले प्रचारमा जरासहितको रुख बोकेको भाइरल तस्बिर वास्तविक नभई एआई सिर्जित
TC_fact-check-viral-photo-of-hark-sampang-and-bishwo-limbu-drinking-alcohol-and-eating-sekuwa-is-ai-manipulated,https://techpana.prixacdn.net/media/albums/Misleading-bishwo-harka-drinking_QWrmnvAjKC.jpg.760x430_q100_crop.jpg,हर्क साम्पाङ र विश्व लिम्बुको रक्सी पिएर सेकुवा खाएको भाइरल फोटो एआईले चलाएको छ ।,1,Fabricated,"Harka Sampang, Bishwo Limbu",Politics,06/03/2026,ne,https://techpana.com/2026/155452/fact-check-viral-photo-of-hark-sampang-and-bishwo-limbu-drinking-alcohol-and-eating-sekuwa-is-ai-manipulated,फ्याक्टचेक: हर्क साम्पाङ र विश्व लिम्बुले रक्सी-सेकुवा खाए भन्दै भाइरल फोटो एआई म्यानिपुलेसन
TC_fact-check-viral-photo-of-hark-sampang-and-bishwo-limbu-drinking-alcohol-and-eating-sekuwa-is-ai-manipulated,https://techpana.prixacdn.net/media/albums/Misleading-bishwo-harka-drinking_QWrmnvAjKC.jpg.760x430_q100_crop.jpg,भाइरल तस्बिर एआईले हेरफेर गरिएको छ। मूल तस्बिरले उनीहरूलाई रक्सी पिउँदै गरेको देखाउँदैन।,0,Pristine,"Harka Sampang, Bishwo Limbu",Politics,06/03/2026,ne,https://techpana.com/2026/155452/fact-check-viral-photo-of-hark-sampang-and-bishwo-limbu-drinking-alcohol-and-eating-sekuwa-is-ai-manipulated,फ्याक्टचेक: हर्क साम्पाङ र विश्व लिम्बुले रक्सी-सेकुवा खाए भन्दै भाइरल फोटो एआई म्यानिपुलेसन
TC_fact-check-claim-that-balen-shah-gave-rs-300000-to-samba-is-false,https://techpana.prixacdn.net/media/albums/balen-shah-helping-samba-techpana-news_TXLccmaHaO.jpg.760x430_q100_crop.jpg,बलेन शाहले साम्बालाई ३ लाख रुपैयाँ दिएको दाबी गलत हो,1,Fabricated,Balendra Shah,Politics,06/03/2026,ne,https://techpana.com/2026/155484/fact-check-claim-that-balen-shah-gave-rs-300000-to-samba-is-false,"फ्याक्टचेक: बालेनले साम्बालाई ३ लाख सहयोग गरेको दाबी झुटो, भाइरल फोटो एआई सिर्जित"
TC_fact-check-claim-that-balen-shah-gave-rs-300000-to-samba-is-false,https://techpana.prixacdn.net/media/albums/balen-shah-helping-samba-techpana-news_TXLccmaHaO.jpg.760x430_q100_crop.jpg,बलेन शाहले साम्बालाई ३ लाख रुपैयाँ दिएको दाबी गलत हो ।,0,Pristine,Balendra Shah,Politics,06/03/2026,ne,https://techpana.com/2026/155484/fact-check-claim-that-balen-shah-gave-rs-300000-to-samba-is-false,"फ्याक्टचेक: बालेनले साम्बालाई ३ लाख सहयोग गरेको दाबी झुटो, भाइरल फोटो एआई सिर्जित"
TC_fact-check-seized-cash-in-jhapa-linked-to-scam-not-kp-oli,https://techpana.prixacdn.net/media/albums/kp-oli-spending-money-on-jhapa-5-misleading_nUW6nyGw7Q.jpg.760x430_q100_crop.jpg,झापामा बरामद भएको नगद केपी ओलीसँग नभई घोटालासँग जोडिएको छ,1,Miscaptioned,"KP Sharma Oli, Jhapa, CPN-UML",Politics,07/03/2026,ne,https://techpana.com/2026/155523/fact-check-seized-cash-in-jhapa-linked-to-scam-not-kp-oli,फ्याक्टचेक: केपी ओलीले झापामा मतदातालाई बाँड्न पैसा ल्याएको दाबीसहितको भिडिओ भ्रामक
TC_fact-check-seized-cash-in-jhapa-linked-to-scam-not-kp-oli,https://techpana.prixacdn.net/media/albums/kp-oli-spending-money-on-jhapa-5-misleading_nUW6nyGw7Q.jpg.760x430_q100_crop.jpg,झापामा बरामद भएको नगद केपी ओलीसँग नभई घोटालासँग जोडिएको छ ।,0,Pristine,"KP Sharma Oli, Jhapa, CPN-UML",Politics,07/03/2026,ne,https://techpana.com/2026/155523/fact-check-seized-cash-in-jhapa-linked-to-scam-not-kp-oli,फ्याक्टचेक: केपी ओलीले झापामा मतदातालाई बाँड्न पैसा ल्याएको दाबीसहितको भिडिओ भ्रामक
TC_fact-check-okhaldhunga-ncp-joining-viral-photo-fake,https://techpana.prixacdn.net/media/albums/Misleading_FIRgxS7o9q.png.760x430_q100_crop.jpg,ओखलढुंगामा नेकपा प्रवेश गरेको भाइरल फोटो नक्कली,1,Fabricated,"NCP, Okhaldhunga",Politics,07/03/2026,ne,https://techpana.com/2026/155501/fact-check-okhaldhunga-ncp-joining-viral-photo-fake,"फ्याक्टचेक: ओखलढुङ्गामा एमाले, काङ्ग्रेस र रास्वपाका १२ सय कार्यकर्ता नेकपा प्रवेश गरेको दाबीसहित भाइरल तस्बिर भ्रामक"
TC_fact-check-okhaldhunga-ncp-joining-viral-photo-fake,https://techpana.prixacdn.net/media/albums/Misleading_FIRgxS7o9q.png.760x430_q100_crop.jpg,ओखलढुंगामा नेकपा प्रवेश गरेको भाइरल फोटो नक्कली,0,Pristine,"NCP, Okhaldhunga",Politics,07/03/2026,ne,https://techpana.com/2026/155501/fact-check-okhaldhunga-ncp-joining-viral-photo-fake,"फ्याक्टचेक: ओखलढुङ्गामा एमाले, काङ्ग्रेस र रास्वपाका १२ सय कार्यकर्ता नेकपा प्रवेश गरेको दाबीसहित भाइरल तस्बिर भ्रामक"
TC_fact-check-edited-photo-falsely-claims-balen-ate-beef-and-alcohol-viral-kheer-image,https://techpana.prixacdn.net/media/albums/balen-shah-drinking-Misleading-techpana-news_WZKaP8KBep.jpg.760x430_q100_crop.jpg,खीरको तस्बिर प्रयोग गरेर सम्पादन गरिएको तस्बिरमा बलेनले गाईको मासु खाएको र रक्सी पिएको झुटो दाबी गरेको छ,1,Fabricated,Balendra Shah,Politics,08/03/2026,ne,https://techpana.com/2026/155450/fact-check-edited-photo-falsely-claims-balen-ate-beef-and-alcohol-viral-kheer-image,फ्याक्टचेकः बालेनले गोरुको मासुसँगै रक्सी खाए भन्दै खीर खाएको फोटो तोडमोड गरी भाइरल
TC_fact-check-edited-photo-falsely-claims-balen-ate-beef-and-alcohol-viral-kheer-image,https://techpana.prixacdn.net/media/albums/balen-shah-drinking-Misleading-techpana-news_WZKaP8KBep.jpg.760x430_q100_crop.jpg,खीरको तस्बिर प्रयोग गरेर सम्पादन गरिएको तस्बिरले बालेनले गाईको मासु र रक्सी खाएको झुटो दाबी गरेको छ। डिजिटल हेरफेर।,0,Pristine,Balendra Shah,Politics,08/03/2026,ne,https://techpana.com/2026/155450/fact-check-edited-photo-falsely-claims-balen-ate-beef-and-alcohol-viral-kheer-image,फ्याक्टचेकः बालेनले गोरुको मासुसँगै रक्सी खाए भन्दै खीर खाएको फोटो तोडमोड गरी भाइरल
TC_fact-check-misleading-propaganda-claiming-kp-khanal-clashed-in-his-constituency-using-dhangadhi-rally-video,https://techpana.prixacdn.net/media/albums/Misleading-kp-khanal-jhadap-in_kailali2_aILFW3OAVB.jpg.760x430_q100_crop.jpg,धनगढी र्‍यालीको भिडियोलाई केपी खनालले आफ्नो निर्वाचन क्षेत्रमा भिड्ने भ्रामक प्रचारका रूपमा प्रयोग,1,Geographic_Mismatch,"KP Khanal, CPN-UML, Dhangadhi",Politics,08/03/2026,ne,https://techpana.com/2026/155464/fact-check-misleading-propaganda-claiming-kp-khanal-clashed-in-his-constituency-using-dhangadhi-rally-video,फ्याक्टचेक: धनगढी उद्घोष सभाको भिडिओ राखेर केपी खनाल आफ्नै कार्यकर्ताबाट कुटिएको भन्दै भ्रामक प्रचार
TC_fact-check-misleading-propaganda-claiming-kp-khanal-clashed-in-his-constituency-using-dhangadhi-rally-video,https://techpana.prixacdn.net/media/albums/Misleading-kp-khanal-jhadap-in_kailali2_aILFW3OAVB.jpg.760x430_q100_crop.jpg,केपी खनाल निर्वाचन क्षेत्रको भिडन्तलाई लिएर धनगढी र्‍यालीको भिडियोलाई भ्रामक प्रचारका रूपमा प्रयोग गरिएको छ ।,0,Pristine,"KP Khanal, CPN-UML, Dhangadhi",Politics,08/03/2026,ne,https://techpana.com/2026/155464/fact-check-misleading-propaganda-claiming-kp-khanal-clashed-in-his-constituency-using-dhangadhi-rally-video,फ्याक्टचेक: धनगढी उद्घोष सभाको भिडिओ राखेर केपी खनाल आफ्नै कार्यकर्ताबाट कुटिएको भन्दै भ्रामक प्रचार
TC_fact-check-gagan-thapa-viral-video-tribal-insult-claim-misleading,https://techpana.prixacdn.net/media/albums/gagan-thapa-factcheck_KulWe1Zdwf.png.760x430_q100_crop.jpg,गगन थापाले आदिवासी समुदायको अपमान गरेको भाइरल भिडियो भ्रामक छ,1,Miscaptioned,"Gagan Thapa, Nepali Congress",Politics,09/03/2026,ne,https://techpana.com/2026/155473/fact-check-gagan-thapa-viral-video-tribal-insult-claim-misleading,फ्याक्टचेकः गगन थापाले ‘जनजातिको अपमान’ गरेको गलत अर्थ लाग्ने गरी भाइरल बनाइएको भिडिओ क्लिप भ्रामक
TC_fact-check-gagan-thapa-viral-video-tribal-insult-claim-misleading,https://techpana.prixacdn.net/media/albums/gagan-thapa-factcheck_KulWe1Zdwf.png.760x430_q100_crop.jpg,आदिवासी समुदायको बारेमा गगन थापाका शब्दहरू सन्दर्भबाट हटाइएको थियो।,0,Pristine,"Gagan Thapa, Nepali Congress",Politics,09/03/2026,ne,https://techpana.com/2026/155473/fact-check-gagan-thapa-viral-video-tribal-insult-claim-misleading,फ्याक्टचेकः गगन थापाले ‘जनजातिको अपमान’ गरेको गलत अर्थ लाग्ने गरी भाइरल बनाइएको भिडिओ क्लिप भ्रामक
TC_fact-check-viral-video-of-kp-oli-crying-after-election-is-9-years-old,https://techpana.prixacdn.net/media/albums/fact-check-viral-video-of-kp-oli-crying-after-election-is-9-years-old_b8qIUMFJEn.jpg.760x430_q100_crop.jpg,चुनावपछि रोएको केपी ओलीको भाइरल भिडियो २०१७ देखि ९ वर्ष पुरानो हो,1,Temporal_Mismatch,"KP Sharma Oli, CPN-UML",Politics,10/03/2026,ne,https://techpana.com/2026/155639/fact-check-viral-video-of-kp-oli-crying-after-election-is-9-years-old,"फ्याक्टचेकः चुनाव हारेपछि केपी ओली आँखाभरी आँशु पार्दै मिडियामा आए भन्ने दाबी भ्रामक, भाइरल भिडिओ ९ वर्ष पुरानो"
TC_fact-check-viral-video-of-kp-oli-crying-after-election-is-9-years-old,https://techpana.prixacdn.net/media/albums/fact-check-viral-video-of-kp-oli-crying-after-election-is-9-years-old_b8qIUMFJEn.jpg.760x430_q100_crop.jpg,चुनावपछि रोएको केपी ओलीको भिडियो अहिलेको निर्वाचनको होइन ९ वर्ष पुरानो हो ।,0,Pristine,"KP Sharma Oli, CPN-UML",Politics,10/03/2026,ne,https://techpana.com/2026/155639/fact-check-viral-video-of-kp-oli-crying-after-election-is-9-years-old,"फ्याक्टचेकः चुनाव हारेपछि केपी ओली आँखाभरी आँशु पार्दै मिडियामा आए भन्ने दाबी भ्रामक, भाइरल भिडिओ ९ वर्ष पुरानो"
TC_viral-video-claiming-kp-oli-predicted-7-seats-for-rsp-misleading,https://techpana.prixacdn.net/media/albums/kp-oli-rsp-seat-prediction-Misleading-claims-and-video-techpana-factcheck-finale_IJ8jUmzqlE.jpg.760x430_q100_crop.jpg,केपी ओलीले राप्रपालाई ७ सिटको भविष्यवाणी गरेको भाइरल भिडियो भ्रामक भएको छ,1,Miscaptioned,"KP Sharma Oli, CPN-UML, RSP",Politics,10/03/2026,ne,https://techpana.com/2026/155643/viral-video-claiming-kp-oli-predicted-7-seats-for-rsp-misleading,"फ्याक्टचेक: रास्वपाले ७ सिट मात्र जित्ने ओलीको ‘भविष्यवाणी’ भनिएको भिडिओ भ्रामक, तीन वर्षअघि माओवादीबारे गरेका थिए टिप्पणी"
TC_viral-video-claiming-kp-oli-predicted-7-seats-for-rsp-misleading,https://techpana.prixacdn.net/media/albums/kp-oli-rsp-seat-prediction-Misleading-claims-and-video-techpana-factcheck-finale_IJ8jUmzqlE.jpg.760x430_q100_crop.jpg,केपी ओलीले राप्रपालाई ७ सिटको भविष्यवाणी गरेको भाइरल भिडियो भ्रामक भएको छ ।,0,Pristine,"KP Sharma Oli, CPN-UML, RSP",Politics,10/03/2026,ne,https://techpana.com/2026/155643/viral-video-claiming-kp-oli-predicted-7-seats-for-rsp-misleading,"फ्याक्टचेक: रास्वपाले ७ सिट मात्र जित्ने ओलीको ‘भविष्यवाणी’ भनिएको भिडिओ भ्रामक, तीन वर्षअघि माओवादीबारे गरेका थिए टिप्पणी"
TC_fact-check-misleading-viral-video-claims-modi-congratulated-balen-uses-ai-generated-audio,https://techpana.prixacdn.net/media/albums/balen-modi-factcheck-techpana_6fQXGNjzVl.jpg.760x430_q100_crop.jpg,भाइरल भिडियो दाबी गर्दै मोदीले बलेनलाई एआई-उत्पन्न अडियो प्रयोग गरेको र नक्कली हो,1,Fabricated,"Narendra Modi, Balendra Shah, India, Nepal",Politics,11/03/2026,ne,https://techpana.com/2026/155561/fact-check-misleading-viral-video-claims-modi-congratulated-balen-uses-ai-generated-audio,फ्याक्टचेकः मोदीले बालेनलाई बधाई शुभकामना दिएको भन्दै एआई अडियो राखेको भ्रामक भिडिओ भाइरल
TC_fact-check-misleading-viral-video-claims-modi-congratulated-balen-uses-ai-generated-audio,https://techpana.prixacdn.net/media/albums/balen-modi-factcheck-techpana_6fQXGNjzVl.jpg.760x430_q100_crop.jpg,भाइरल भिडियो दाबी गर्दै मोदीले बलेनलाई एआई-उत्पन्न अडियो प्रयोग गरेको र नक्कली हो।,0,Pristine,"Narendra Modi, Balendra Shah, India, Nepal",Politics,11/03/2026,ne,https://techpana.com/2026/155561/fact-check-misleading-viral-video-claims-modi-congratulated-balen-uses-ai-generated-audio,फ्याक्टचेकः मोदीले बालेनलाई बधाई शुभकामना दिएको भन्दै एआई अडियो राखेको भ्रामक भिडिओ भाइरल
TC_fact-check-ai-photo-viral-claiming-ballot-box-damage-udayapur,https://techpana.prixacdn.net/media/albums/voting-poll-misleading-techpana-news_UOGSwxfB97.jpg.760x430_q100_crop.jpg,उदयपुरमा मतपेटिका बिग्रिएको दाबी गर्दै एआई फोटो भाइरल,1,Fabricated,"Udayapur, Nepal Election Commission",Politics,12/03/2026,ne,https://techpana.com/2026/155605/fact-check-ai-photo-viral-claiming-ballot-box-damage-udayapur,फ्याक्टचेकः उदयपुरमा प्रहरीको हतियार पड्केर मतपेटिकामा क्षति पुगेको भन्दै एआई फोटो भाइरल
TC_fact-check-ai-photo-viral-claiming-ballot-box-damage-udayapur,https://techpana.prixacdn.net/media/albums/voting-poll-misleading-techpana-news_UOGSwxfB97.jpg.760x430_q100_crop.jpg,उदयपुरमा मतपेटिका क्षतिग्रस्त भएको दाबी गर्ने तस्बिर एआईबाट उत्पन्न भएको भाइरल भएको छ ।,0,Pristine,"Udayapur, Nepal Election Commission",Politics,12/03/2026,ne,https://techpana.com/2026/155605/fact-check-ai-photo-viral-claiming-ballot-box-damage-udayapur,फ्याक्टचेकः उदयपुरमा प्रहरीको हतियार पड्केर मतपेटिकामा क्षति पुगेको भन्दै एआई फोटो भाइरल
TC_factcheck-rabi-balen-joint-letter-to-modi-before-election-fake,https://techpana.prixacdn.net/media/albums/techpana-factcheck-rabi-balen-india-modi-nepal-press_5ZlcCMkTwp.jpg.760x430_q100_crop.jpg,चुनावअघि रवि र बलेनले मोदीलाई दिएको संयुक्त पत्र नक्कली,1,Fabricated,"Rabi Lamichhane, Balendra Shah, Narendra Modi, India",Politics,07/03/2026,ne,https://techpana.com/2026/155527/factcheck-rabi-balen-joint-letter-to-modi-before-election-fake,फ्याक्टचेकः चुनावअघि रवि-बालेनको संयुक्त हस्ताक्षरमा मोदीलाई लेखिएको भन्दै सार्वजनिक पत्र फेक
